player_id,shortName,position,birthDate,height,countryId,jerseyNumber,team_id,team_name,meta_duels,meta_height,meta_skills,meta_status,meta_average,meta_defence,meta_injured,meta_passing,meta_physical,meta_position,meta_shooting,meta_lastSplit,meta_websiteUrl,meta_currentLeague,stat_code,stat_name,stat_description,stat_total,stat_totalAvg,stat_ranking,stat_minutes,stat_best,stat_worst,stat_reliability,stat_rankingAVG,stat_kamaScore,meta_matchLink,meta_videoLink,meta_jerseyNumber,meta_diving,meta_handling,meta_reflexes,meta_anticipation,meta_goalkeeperPassing
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-A-2X,Double Own Goals,Double scoring own goals,0.0,0.0,1,120.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-ALL,Goals (including tie-breaking shootout),Goals and opponent own goals combined including goals scored in the tie-breaking shootout series,2.0,0.6666666666666666,27,120.0,12.0,0.0,,27,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-D,Golden Goals,"Goals and opponent own goals combined scored in a ""golden goal"" situation (after which the game ends)",0.0,0.0,2,120.0,1.0,0.0,,2,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-D-R,Penalty Golden Goals,"Penalty goals scored in a ""golden goal"" situation (after which the game ends)",0.0,0.0,1,120.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-D-SHO,Shootout Golden Goals,"Shootout goals scored in a ""golden goal"" situation (after which the game ends)",0.0,0.0,1,120.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-DICE,Dice Goals,Goals scored during dice time,0.0,0.0,29,120.0,2.0,0.0,,29,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-PD,Direct Free-Kick Goals,Direct Free-Kick Goals,0.0,0.0,1,80.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-R,Penalty Goals (excluded president),Penalty Goals (excluded president),0.0,0.0,9,120.0,4.0,0.0,,9,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-R-2X,Penalty Double Goals,Penalty Double Goals,0.0,0.0,3,120.0,1.0,0.0,,3,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-R-ALL,Penalty Goals (include president),Penalty Goals (include president),0.0,0.0,18,120.0,4.0,0.0,,18,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-R-PRES,President Penalty Goals,President Penalty Goals,0.0,0.0,11,120.0,4.0,0.0,,11,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-SHO,Shoot-out Goals (exclude president),Shoot-out Goals (exclude president),0.0,0.0,22,120.0,3.0,0.0,,22,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-SHO-PRES,President Shoot-out Goals,President Shoot-out Goals,0.0,0.0,5,120.0,2.0,0.0,,5,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-SHO-REG,Shoot-out Goals (no tie-breaker),,0.0,0.0,11,120.0,3.0,0.0,,11,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-T,Header Goals,Header Goals,1.0,0.5,16,80.0,6.0,0.0,,31,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-WOP,Goals (excluded president),Goals and opponent own goals combined  (excluded president),2.0,0.6666666666666666,17,120.0,10.0,0.0,,19,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,GOL-X,% Goal Conversion,Percentage of goals scored over total attempted shots,33.33,33.33,25,120.0,100.0,0.0,,25,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,INT,Intercepetions,"Ball intercepted by a player, regardless of being a recovery or not",0.0,0.0,1,120.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,INT-B,Intercepetions in own box,"Ball intercepted by a player in their own box, regardless of being a recovery or not",0.0,0.0,1,80.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,MVP,Match MVP,Most valuable player of the match,0.0,0.0,22,120.0,3.0,0.0,,22,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PAS,Passes,Total passes attampted,0.0,0.0,5,120.0,3.0,0.0,,5,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PAS-CR,Successful key passes,Key Pass whose next touch is from a teammate.,0.0,0.0,5,120.0,3.0,0.0,,5,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PAS-R,Successful passes,Passes whose next touch is from a teammate.,0.0,0.0,5,120.0,3.0,0.0,,5,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PG,Games Played,Games Played,3.0,1.0,88,120.0,5.0,1.0,,88,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PLG,Balls Played,Total balls played by the team,16.0,5.333333333333333,17,120.0,43.0,0.0,,11,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PLP,Lost Balls,Lost balls involving a definitive change of possession,0.0,0.0,1,120.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PLP-X,% Lost Balls over Played Balls,Percentage of lost balls over played balls,0.0,0.0,1,120.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,PLR,Possessions recovered,Recovered ball which involves a definitive change of possession.,0.0,0.0,1,120.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG,Penalties (excluded president),Penalties (excluded president),0.0,0.0,11,120.0,4.0,0.0,,11,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-ALL,Penalties (incluse president),Penalties (incluse president),0.0,0.0,26,120.0,5.0,0.0,,26,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-F,Penalties missed (excluded president),Penalties missed (excluded president),0.0,0.0,3,120.0,0.0,1.0,,3,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-F-ALL,Penalties missed (incluse president),Penalties missed (incluse president),0.0,0.0,16,120.0,0.0,2.0,,16,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-F-PRES,President Penalties missed,President Penalties missed,0.0,0.0,14,120.0,0.0,2.0,,14,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-FFS,Penalties Missed off Target (excluded president),Penalties missed off target (excluded president),0.0,0.0,2,80.0,0.0,1.0,,2,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-FFS-PRES,President Penalties Missed off Target,President penalties missed off target,0.0,0.0,3,80.0,0.0,1.0,,3,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-FP,Penalties Missed Saved (excluded president),Penalties missed saved or parried by opponent goalkeeper (excluded president),0.0,0.0,1,80.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-FP-PRES,President Penalties Missed Saved,President penalties saved or parried by opponent goalkeeper,0.0,0.0,2,80.0,0.0,1.0,,2,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-FW-PRES,President Penalties Missed on Woodwork,President penalties missed by hitting the woodwork,0.0,0.0,1,80.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,RIG-PRES,President Penalties,President Penalties,0.0,0.0,17,120.0,5.0,0.0,,17,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,SHO,Shoot-out (exclude president),Shoot-out (exclude president),0.0,0.0,38,120.0,4.0,0.0,,38,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,SHO-F,Shoot-out missed (exclude president),Shoot-out missed (exclude president),0.0,0.0,23,120.0,0.0,2.0,,23,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,SHO-F-PRES,President Shoot-out missed,President Shoot-out missed,0.0,0.0,5,120.0,0.0,2.0,,5,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,SHO-PRES,President Shoot-out,President Shoot-out,0.0,0.0,7,120.0,3.0,0.0,,7,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,TIR,Shots,Attempt towards the opponent's goal with the intention of scoring.,6.0,2.0,40,120.0,27.0,0.0,,40,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,TIR-BL,Shots Blocked,Shots attempted which get blocked or deflected by opponents outfield players,2.0,1.0,7,80.0,5.0,0.0,,12,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,TIR-FS,Shots off Target,Shots off target,1.0,0.5,23,80.0,5.0,0.0,,37,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,TIR-FSPD,Direct Free-Kick Shots off Target,Direct Free-Kick Shots off Target,0.0,0.0,1,80.0,0.0,0.0,,1,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,TIR-FST,Headers off Target,Headers off Target,1.0,0.5,21,80.0,5.0,0.0,,40,,,,,,,,,
34112,Andreas Vaz,midfielder,1995-05-18,173.0,17.0,,49,G3X FC,81,173,84,Wildcard,82,80,true,82,81,MC,85,4,https://kingsleague.pro/es/jugadores/34112-Andreas-Vaz,KL Spain,TIR-PD,Direct Free-Kick Shots,Direct Free-Kick Shots,0.0,0.0,1,80.0,0.0,0.0,,1,,,,,,,,,
